"customerkey","cuatomer_name","gender","addressline1","datefirstpurchase","city","statename","regionname"
11292,"Seth Phillips","M","4361 Loftus Road","2020-09-15","San Gabriel","California","United States"
11293,"Luke S Long","M","3177 Dover Way","2022-02-24","Port Orchard","Washington","United States"
11294,"Dalton P Clark","M","4381 Amazonas","2022-09-25","Issaquah","Washington","United States"
11295,"Taylor G Lewis","F","8827 Ward Court","2020-09-25","Concord","California","United States"
11296,"Haley Richardson","F","6203 Laurel Drive","2020-09-01","Everett","Washington","United States"
11297,"Noah Coleman","M","5562 Galindo Street","2020-09-26","Burbank","California","United States"
11298,"Jon Luo","M","3560 River Rock Lane","2020-09-12","Chula Vista","California","United States"
11299,"Orlando E Vazquez","M","8547 Catherine Way","2020-09-26","Burbank","California","United States"
11300,"Fernando Barnes","M","7633 Greenhills Circle","2022-01-31","N. Vancouver","British Columbia","Canada"
11301,"Cameron L Rodriguez","M","1217 Mariposa","2022-06-09","Ballard","Washington","United States"
11302,"Spencer Russell","M","2396 Mink Court","2020-09-06","Corvallis","Oregon","United States"
11303,"Julia Coleman","F","3128 Ramsey Circle","2020-09-02","Edmonds","Washington","United States"
11304,"Julia B Garcia","F","6179 Mt. Hamilton Dr.","2022-03-20","Portland","Oregon","United States"
11305,"Sean A Evans","M","7118 Elliott Dr.","2022-03-25","Chula Vista","California","United States"
11306,"Micah A Zhou","M","6105 Brownstone Rd","2022-06-30","Coronado","California","United States"
11307,"Hunter P Rodriguez","M","4343 Cook Street","2020-09-04","Daly City","California","United States"
11308,"Ian T Gonzales","M","7122 Athene Dr.","2022-09-07","Oregon City","Oregon","United States"
11309,"Victoria Lewis","F","4426 Tanager Road","2022-07-09","Beaverton","Oregon","United States"
11310,"Erin A Sanders","F","7541 Black Point Pl","2022-08-12","San Francisco","California","United States"
11311,"Gabrielle D Lopez","F","8619 Parkside Dr.","2022-04-18","Lynnwood","Washington","United States"
11312,"Sara Richardson","F","7375 Kipling Court","2022-05-17","Lynnwood","Washington","United States"
11313,"Trevor Jenkins","M","4697 Yosemite Dr.","2022-05-07","Port Orchard","Washington","United States"
11314,"Mya Flores","F","8439 Rio Grande Drive","2022-02-25","Issaquah","Washington","United States"
11315,"Hailey J Ward","F","6321 Maya","2022-05-20","Port Orchard","Washington","United States"
11316,"Luke Allen","M","419 Deermeadow Way","2022-01-12","Langford","British Columbia","Canada"
11317,"Victoria D Russell","F","9268 Keller Ridge","2020-09-01","Salem","Oregon","United States"
11318,"Jessica Wilson","F","1652 Willcrest Circle","2022-10-17","Edmonds","Washington","United States"
11319,"Jade E Bailey","F","8119 Northridge Ct","2020-09-09","Oakland","California","United States"
11320,"Morgan M Hill","F","6951 Harmony Way","2022-06-15","Glendale","California","United States"
11321,"Terrance D Raman","M","2297 Via Valencia","2022-02-23","Burien","Washington","United States"
11322,"Sydney Garcia","F","252 Hemlock Drive","2022-03-24","Bremerton","Washington","United States"
11323,"Jose Patterson","M","648 Newport Drive","2020-09-10","Daly City","California","United States"
11324,"Zachary Anderson","M","2476 Mt. Whitney Way","2020-09-26","Glendale","California","United States"
11325,"Elijah E Ross","M","6679 Cornelius Dr","2020-09-19","Seattle","Washington","United States"
11326,"Rafael M Xie","M","369 Peabody Road","2020-09-15","Beverly Hills","California","United States"
11327,"Jaime C Moreno","M","83 Mountain View Blvd","2020-09-26","Burbank","California","United States"
11328,"Julian M Griffin","M","7398 Withersed Lane","2022-01-05","Newton","British Columbia","Canada"
11329,"Andy Alvarez","M","9466 Morning Glory Dr.","2020-09-25","Concord","California","United States"
11330,"Ryan M Thompson","M","3407 Pinon Dr.","2022-02-12","Oak Bay","British Columbia","Canada"
11331,"Samantha Jenkins","F","1046 Cloverleaf Circle","2022-02-07","Shawnee","British Columbia","Canada"
11332,"Deanna D Ramos","F","Roßstr 9938","2020-10-15","Berlin","Nordrhein-Westfalen","Germany"
11333,"Emily R Miller","F","9075 Calle Verde","2020-03-21","Newcastle upon Tyne","England","United Kingdom"
11334,"Nicole Brown","F","1135 W St.","2020-03-04","Stoke-on-Trent","England","United Kingdom"
11335,"Carla L Raman","F","Winterfeldtstr 255","2020-10-23","Hof","Bayern","Germany"
11336,"Shaun Raji","M","44, rue du Départ","2021-09-27","Paris","Seine (Paris)","France"
11337,"Jerome Romero","M","7289 Brookview Dr.","2020-03-09","Watford","England","United Kingdom"
11338,"Frank F Navarro","M","Buergermeister-ulrich-str 2987","2020-10-11","Bonn","Nordrhein-Westfalen","Germany"
11339,"Dennis M She","M","828, rue de Berri","2021-10-07","Paris","Seine (Paris)","France"
11340,"Melody C Munoz","F","9, avenue Reille","2021-10-27","Paris","Seine (Paris)","France"
11341,"Randy A Zeng","M","2334 Brandywine Way","2020-04-11","Cheltenham","England","United Kingdom"
11342,"Marshall L Wang","M","68062, rue des Grands Champs","2022-07-12","Boulogne-sur-Mer","Pas de Calais","France"
11343,"Arthur P Carlson","M","6507 Fieldcrest Dr.","2020-04-04","Oxon","England","United Kingdom"
11344,"Jessie Jimenez","F","5723 C Wharton Way","2020-05-13","Oxford","England","United Kingdom"
11345,"Robin Ramos","F","6, rue de l´Esplanade","2021-10-22","Tremblay-en-France","Seine Saint Denis","France"
11346,"Deanna E Gutierrez","F","Attaché de Presse","2021-10-01","Paris","Seine (Paris)","France"
11347,"Roy T Navarro","M","Viktoria-Luise-Platz 43","2022-03-16","Braunschweig","Nordrhein-Westfalen","Germany"
11348,"Shawn Rai","M","Westheimer Straße 7606","2022-03-31","Paderborn","Hamburg","Germany"
11349,"Mindy J Luo","F","Brunnenstr 7566","2023-01-13","München","Hessen","Germany"
11350,"Cara Zhou","F","7280 Greendell Pl","2022-02-05","Peterborough","England","United Kingdom"
11351,"Anne R Ramos","F","7113 Eastgate Ave.","2020-06-12","London","England","United Kingdom"
11352,"Raymond A Rodriguez","M","24, impasse Ste-Madeleine","2022-05-01","Pantin","Seine Saint Denis","France"
11353,"Carrie L Ortega","F","1883 Cowell Rd.","2020-06-12","Warrington","England","United Kingdom"
11354,"Deanna Suarez","F","Dunckerstr 22525","2022-12-03","Grevenbroich","Bayern","Germany"
11355,"Roberto Gutierrez","M","3545 Chickpea Ct.","2022-09-26","Wokingham","England","United Kingdom"
11356,"Terrence Carson","M","6613 Thornhill Place","2020-05-10","Lavender Bay","New South Wales","Australia"
11357,"Ramon Ye","M","3245 Vista Oak Dr.","2020-06-18","Caloundra","Queensland","Australia"
11358,"Cynthia Malhotra","F","6757 Pamplona Ct.","2020-06-28","Coffs Harbour","New South Wales","Australia"
11359,"Jarrod Prasad","M","7657 H St.","2020-06-13","Malabar","New South Wales","Australia"
11360,"Tyrone Serrano","M","3767 View Dr.","2020-06-27","Rockhampton","Queensland","Australia"
11361,"Cindy G Ramos","F","6565 Jamie Way","2022-10-01","Newcastle","New South Wales","Australia"
11362,"Damien M Shan","M","5312 Riverwood Circle","2022-03-29","Cranbourne","Victoria","Australia"
11363,"Julian Ross","M","3346 Larkwood Ct.","2020-06-08","Melbourne","Victoria","Australia"
11364,"Jennifer Collins","F","4536 Killdeer Court","2020-06-07","Geelong","Victoria","Australia"
11365,"Brittney Sun","F","8856 Mt. Wilson Way","2020-05-31","Findon","South Australia","Australia"
11366,"Virginia R Patel","F","3118 Creekside Drive","2022-06-24","Seaford","Victoria","Australia"
11367,"Calvin J Nara","M","5795 Morning Glory Dr.","2022-07-07","North Sydney","New South Wales","Australia"
11368,"Edward Miller","M","598 Limeridge Drive","2020-06-24","Rockhampton","Queensland","Australia"
11369,"Ashlee D Tang","F","4111 Vista Diablo","2022-07-05","Findon","South Australia","Australia"
11370,"Alicia Xu","F","3743 Grenadine Way","2022-07-13","South Melbourne","Victoria","Australia"
11371,"Lacey C Jai","F","6208 Prestwick Dr.","2022-11-07","Rockhampton","Queensland","Australia"
11372,"Wendy H Romero","F","24 San Vincente Drive","2020-06-07","Brisbane","Queensland","Australia"
11373,"Carly H Luo","F","Hellweg 4644","2022-08-27","Salzgitter","Hessen","Germany"
11374,"Jimmy M Ortega","M","Postfach 11 11 22","2022-04-15","Werne","Nordrhein-Westfalen","Germany"
11375,"Francisco Martinez","M","5508 Glenmount Dr.","2022-10-17","High Wycombe","England","United Kingdom"
11376,"Lance Vazquez","M","9159 Shepberry Court","2022-10-15","Liverpool","England","United Kingdom"
11377,"David R. Robinett","M","Pappelallee 6667","2022-02-28","Solingen","Nordrhein-Westfalen","Germany"
11378,"Shannon Liang","F","7445 Meaham Drive","2021-10-17","Metz","Moselle","France"
11379,"Gary Vazquez","M","5, rue de la Cavalerie","2021-10-02","Boulogne-Billancourt","Hauts de Seine","France"
11380,"Mitchell L Kumar","M","Husemann Straße 6464","2020-10-11","Saarlouis","Saarland","Germany"
11381,"Meredith Raman","F","6092 Chestnut","2020-06-12","London","England","United Kingdom"
11382,"Edward Patterson","M","211, avenue Foch","2021-11-03","Roubaix","Nord","France"
11383,"Marie Gill","F","571, rue Malar","2023-01-01","Roissy en Brie","Seine et Marne","France"
11384,"Tiffany E Wang","F","5, rue Malar","2022-08-02","Les Ulis","Essonne","France"
11385,"Miguel C Allen","M","6834 Violetta","2022-07-06","York","England","United Kingdom"
11386,"Jaclyn Cai","F","Postfach 55 00 00","2022-11-02","Darmstadt","Hessen","Germany"
11387,"Megan C Ramirez","F","507 Sahara Drive","2020-07-26","Gateshead","England","United Kingdom"
11388,"Joseph Martin","M","7028 San Gabriel Dr.","2020-07-03","York","England","United Kingdom"
11389,"Karl J Shan","M","Nollendorfplatz 48","2022-11-17","Duesseldorf","Hessen","Germany"
11390,"Christine J Raji","F","11, boulevard Tremblay","2022-11-07","Saint Germain en Laye","Yveline","France"
11391,"Lindsay T Xie","F","Am Grossen Dern 4624","2022-10-26","Salzgitter","Hessen","Germany"
11392,"Willie Zhao","M","Königstr 282","2022-03-29","Frankfurt","Hessen","Germany"
11393,"Kurt B Pal","M","55, avenue de l´ Union Centrale","2022-07-16","Saint Ouen","Loir et Cher","France"
11394,"George McDonald","M","9186 West Boyd Rd.","2020-07-04","Milton Keynes","England","United Kingdom"
11395,"Beth C Gutierrez","F","Rehstr 1346","2020-11-14","Frankfurt","Bayern","Germany"
11396,"Ian G Lopez","M","Zur Lindung 6","2022-10-26","Saarlouis","Saarland","Germany"
11397,"Latoya R Shan","F","Attaché de Presse","2022-07-07","Paris","Seine (Paris)","France"
11398,"Colin N Nath","M","8900 Escobar","2020-07-03","Newcastle upon Tyne","England","United Kingdom"
11399,"Brenda F Mehta","F","11, avenue du Port","2022-04-13","Paris","Seine (Paris)","France"
11400,"Franklin Raji","M","3477 Mt. Washington Way","2020-07-15","London","England","United Kingdom"
11401,"Linda Navarro","F","6, route de Marseille","2021-10-28","Paris","Seine (Paris)","France"
11402,"Kelli R Cai","F","1216, place de la Concorde","2021-11-07","Orleans","Loiret","France"
11403,"Nancy Schmidt","F","340, boulevard d´Albi","2021-10-28","Saint Ouen","Charente-Maritime","France"
11404,"Megan E Taylor","F","Berliner Platz 43","2022-02-10","Kassel","Hessen","Germany"
11405,"Bonnie Goel","F","Carlsplatz 89","2022-03-31","Bonn","Hamburg","Germany"
11406,"Latoya L Xu","F","101, rue de Terre Neuve","2021-11-04","Paris","Seine (Paris)","France"
11407,"Mario She","M","Conesweg 720","2022-06-23","Münster","Saarland","Germany"
11408,"Darren M Gill","M","8132 Twincreek Ct","2022-03-05","London","England","United Kingdom"
11409,"Jacqueline H Hayes","F","33, rue Georges-Clémenceau","2021-11-17","Saint Germain en Laye","Yveline","France"
11410,"Maurice Goel","M","15, avenue de la Gare","2021-11-13","Paris","Seine (Paris)","France"
11411,"Devin A Ross","M","Postenweg 2428","2022-08-04","Ingolstadt","Bayern","Germany"
11412,"Sydney S Bryant","F","Postfach 99 92 92","2020-11-05","Ingolstadt","Bayern","Germany"
11413,"Megan L Stewart","F","8192 Seagull Court","2020-08-10","Gateshead","England","United Kingdom"
11414,"Ian Richardson","M","726 W. Buchanan Rd.","2020-08-13","Kirkby","England","United Kingdom"
11415,"Randy H She","M","Roßstr 5538","2022-08-16","Darmstadt","Hessen","Germany"
11416,"Katrina Becker","F","8205, rue Malar","2021-11-07","Croix","Nord","France"
11417,"Lacey C Zheng","F","4, rue de Linois","2021-11-04","Pantin","Seine Saint Denis","France"
11418,"Rafael J Hu","M","Zeiter Weg 7765","2022-12-17","Paderborn","Nordrhein-Westfalen","Germany"
11419,"Kyle D Scott","M","9381 Alpine Rd.","2022-03-12","Watford","England","United Kingdom"
11420,"Jordan C Turner","M","100, rue Maillard","2021-11-01","Roubaix","Nord","France"
11421,"Amy C Sun","F","Am Karlshof 2500","2020-11-03","Offenbach","Saarland","Germany"
11422,"Dustin F Deng","M","8185 Sol Street","2020-08-22","Liverpool","England","United Kingdom"
11423,"Jasmine Stewart","F","Heidestieg Straße 8224","2020-12-10","Hamburg","Hamburg","Germany"
11424,"Pamela S Garcia","F","Postfach 11 09 99","2022-04-21","Berlin","Saarland","Germany"
11425,"Ariana D Gray","F","3675 Palms Dr","2021-11-22","Metz","Moselle","France"
11426,"Kristopher Mehta","M","Herzogstr 328","2022-04-09","Braunschweig","Nordrhein-Westfalen","Germany"
11427,"Desiree S Dominguez","F","Holzstr 4222","2020-12-20","Kiel","Saarland","Germany"
11428,"Deanna Perez","F","Marienplatz 56","2020-12-05","Poing","Saarland","Germany"
11429,"Marco Lopez","M","313, rue de l'Espace De Schengen","2021-12-14","Sèvres","Hauts de Seine","France"
11430,"Casey K Yuan","F","Hunzinger Allee 153","2022-03-19","Bottrop","Nordrhein-Westfalen","Germany"
11431,"Bryant Garcia","M","Am Gallberg 94","2020-12-21","Hof","Bayern","Germany"
11432,"Dominique L Prasad","F","765, rue Villedo","2021-12-10","Roissy en Brie","Seine et Marne","France"
11433,"Maurice M Shan","M","59, rue Montcalm","2021-12-02","Tremblay-en-France","Seine Saint Denis","France"
11434,"Andre Lopez","M","638 Shangri-la Rd.","2022-06-15","West Sussex","England","United Kingdom"
11435,"Robin Romero","F","Hüttenstr 9995","2023-01-04","Kiel","Saarland","Germany"
11436,"Taylor Cox","F","6409 Buckthorn Court","2022-05-22","Watford","England","United Kingdom"
11437,"Alfredo Moreno","M","882, rue Villedo","2022-12-19","Villeneuve-d'Ascq","Nord","France"
11438,"Jenny Nara","F","Alderstr 8642","2022-02-05","Werne","Nordrhein-Westfalen","Germany"
11439,"Janet Munoz","F","61, rue Pierre-Demoulin","2021-11-29","Paris La Defense","Hauts de Seine","France"
11440,"Sergio C Weber","M","6, place de Fontenoy","2022-03-27","Lille","Nord","France"
11441,"Erika Gomez","F","2, place Beaubernard","2023-01-08","Paris","Seine (Paris)","France"
11442,"Joseph D Harris","M","8, rue des Vendangeurs","2022-09-29","Tremblay-en-France","Seine Saint Denis","France"
11443,"Grace Griffin","F","9825 Mt. Dell Drive","2020-06-07","Hobart","Tasmania","Australia"
11444,"Tina C Mehta","F","5357 Willow Drive","2020-06-01","Bendigo","Victoria","Australia"
11445,"Kari S Kim","F","977 Davona Drive","2020-06-06","Silverwater","New South Wales","Australia"
11446,"Bethany K Chander","F","3464 Chilpancingo Park","2020-06-18","Lane Cove","New South Wales","Australia"
11447,"Jennifer Roberts","F","618 Natalie Drive","2020-06-28","Hervey Bay","Queensland","Australia"
11448,"Kyle Patterson","M","5444 Bohon Circle","2020-06-16","Melbourne","Victoria","Australia"
11449,"Alvin E Hu","M","8468 Clifford Court","2020-06-19","Seaford","Victoria","Australia"
